"Month","Day","Year","AvgTemperature"
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
1,1,1995,32.3
