Season,AvgTemp
Summer,21.11
Summer,19.50
Summer,17.11
Summer,16.00
Summer,17.72
Summer,20.11
Fall,18.00
Fall,22.50
Fall,21.50
Fall,19.11
Fall,18.11
Fall,15.89
Fall,15.17
Fall,17.89
Fall,15.06
Fall,16.78
Fall,17.17
Fall,13.56
Fall,11.61
Fall,9.11
Fall,7.67
Fall,6.50
Fall,4.39
Fall,5.67
Fall,6.22
Fall,6.89
Fall,6.39
Fall,6.00
Fall,6.94
Fall,5.11
Fall,8.50
Fall,9.89
Fall,12.22
Fall,11.28
Fall,9.83
Fall,13.22
Fall,7.28
Fall,7.50
Fall,5.28
Fall,6.94
Fall,6.94
Fall,7.11
Fall,8.56
Fall,9.33
Fall,9.94
Fall,10.06
Fall,10.44
Fall,7.72
Fall,7.61
Fall,7.00
Fall,-0.11
Fall,-0.78
Fall,5.56
Fall,8.61
Fall,9.28
Fall,6.67
Fall,3.00
Fall,-1.06
Fall,-0.61
Fall,3.83
Fall,4.72
Fall,5.28
Fall,4.11
Fall,5.61
Fall,4.78
Fall,-0.22
Fall,1.67
Fall,-5.11
Fall,-1.94
Fall,-0.06
Fall,-4.17
Fall,-5.17
Fall,-4.89
Fall,-2.72
Fall,-2.17
Fall,-3.56
Fall,-4.83
Fall,-10.22
Fall,-7.67
Fall,-6.50
Fall,-1.17
Fall,-0.56
Fall,0.72
Fall,1.61
Fall,3.22
Fall,-1.83
Fall,-5.39
Fall,-8.89
Fall,-10.78
Fall,-6.28
Fall,-6.89
Fall,-1.72
Fall,1.28
Fall,0.56
Fall,-3.61
Fall,-11.89
Fall,-9.33
Winter,-4.28
Winter,-3.22
Winter,-9.78
Winter,-12.61
Winter,-17.78
Winter,-8.61
Winter,-5.17
Winter,-6.72
Winter,-7.89
Winter,-6.06
Winter,-5.22
Winter,-6.72
Winter,-5.11
Winter,-6.50
Winter,-9.33
Winter,-12.56
Winter,-3.28
Winter,-5.17
Winter,-14.56
Winter,-15.89
Winter,-9.61
Winter,-11.22
Winter,-14.61
Winter,22.12
Winter,-16.67
Winter,-14.56
Winter,-16.94
Winter,-20.83
Winter,-17.89
Winter,-18.11
Winter,-19.33
Winter,-19.44
Winter,-21.17
Winter,-16.78
Winter,-13.56
Winter,-8.28
Winter,-7.00
Winter,-8.94
Winter,-7.83
Winter,-13.11
Winter,-11.11
Winter,-12.11
Winter,-11.06
Winter,-12.50
Winter,-14.11
Winter,-10.78
Winter,-6.33
Winter,-5.06
Winter,-5.78
Winter,-5.39
Winter,-6.28
Winter,-7.44
Winter,-10.17
Winter,-14.72
Winter,-14.11
Winter,-13.11
Winter,-13.06
Winter,-8.06
Winter,-17.06
Winter,-10.17
Winter,-11.78
Winter,-8.44
Winter,-9.06
Winter,-8.44
Winter,-14.89
Winter,-12.72
Winter,-13.11
Winter,-15.06
Winter,-20.06
Winter,-19.72
Winter,-18.89
Winter,-18.56
Winter,-16.17
Winter,-17.33
Winter,-17.28
Winter,-15.33
Winter,-12.72
Winter,-13.61
Winter,-3.22
Winter,-1.39
Winter,-8.89
Winter,-7.50
Winter,-2.33
Winter,0.06
Winter,0.83
Winter,-0.56
Winter,-5.67
Winter,-11.61
Winter,-13.78
Winter,-11.00
Winter,-9.72
Spring,-9.50
Spring,-9.50
Spring,-8.17
Spring,-7.50
Spring,-5.78
Spring,-6.94
Spring,-6.00
Spring,-6.39
Spring,-3.00
Spring,-3.72
Spring,-4.94
Spring,-2.56
Spring,-2.28
Spring,-2.83
Spring,-1.94
Spring,-4.72
Spring,-4.50
Spring,-2.78
Spring,-2.56
Spring,-2.39
Spring,-2.33
Spring,-3.11
Spring,-2.67
Spring,-0.78
Spring,-0.78
Spring,-4.06
Spring,-3.44
Spring,-3.28
Spring,-1.89
Spring,-3.94
Spring,-2.67
Spring,0.39
Spring,2.22
Spring,4.11
Spring,2.33
Spring,4.11
Spring,5.28
Spring,3.33
Spring,3.44
Spring,3.72
Spring,3.72
Spring,3.89
Spring,4.11
Spring,4.44
Spring,5.28
Spring,5.11
Spring,4.11
Spring,6.61
Spring,3.39
Spring,4.22
Spring,8.89
Spring,8.22
Spring,11.50
Spring,15.50
Spring,11.94
Spring,4.00
Spring,3.28
Spring,5.78
Spring,3.72
Spring,7.94
Spring,14.06
Spring,13.67
Spring,18.00
Spring,16.72
Spring,16.00
Spring,16.83
Spring,14.39
Spring,15.50
Spring,14.72
Spring,18.06
Spring,20.28
Spring,19.72
Spring,20.06
Spring,19.89
Spring,20.33
Spring,20.61
Spring,18.61
Spring,13.44
Spring,14.89
Spring,10.72
Spring,11.72
Spring,8.67
Spring,11.00
Spring,8.67
Spring,11.44
Spring,11.50
Spring,13.56
Spring,14.11
Spring,13.28
Spring,17.44
Spring,12.67
Spring,11.33
Summer,11.83
Summer,14.50
Summer,17.39
Summer,20.61
Summer,16.89
Summer,15.61
Summer,17.28
Summer,14.11
Summer,16.83
Summer,19.00
Summer,17.22
Summer,19.67
Summer,20.22
Summer,15.06
Summer,12.33
Summer,11.78
Summer,10.39
Summer,11.83
Summer,14.72
Summer,16.11
Summer,-15.56
Summer,17.89
Summer,20.17
Summer,22.94
Summer,16.28
Summer,16.11
Summer,15.56
Summer,12.61
Summer,11.11
Summer,15.78
Summer,15.39
Summer,15.28
Summer,17.39
Summer,15.61
Summer,17.28
Summer,20.39
Summer,21.44
Summer,21.28
Summer,24.72
Summer,26.89
Summer,27.33
Summer,27.22
Summer,22.11
Summer,19.61
Summer,18.06
Summer,17.61
Summer,16.44
Summer,14.44
Summer,15.78
Summer,14.61
Summer,14.72
Summer,12.50
Summer,12.94
Summer,13.44
Summer,14.94
Summer,19.28
Summer,17.94
Summer,18.11
Summer,19.11
Summer,19.00
Summer,18.89
Summer,18.50
Summer,18.89
Summer,19.44
Summer,18.50
Summer,16.94
Summer,17.22
Summer,11.28
Summer,13.39
Summer,12.06
Summer,14.39
Summer,16.17
Summer,16.06
Summer,16.50
Summer,16.28
Summer,17.89
Summer,17.94
Summer,19.61
Summer,20.00
Summer,20.39
Summer,20.56
Summer,20.61
Summer,21.17
Summer,18.89
Summer,15.83
Summer,15.00
Summer,14.22
Summer,15.33
Summer,17.06
Summer,17.89
Summer,17.39
Summer,17.94
Fall,17.11
Fall,18.28
Fall,18.11
Fall,18.00
Fall,16.50
Fall,14.78
Fall,15.39
Fall,14.67
Fall,12.78
Fall,7.72
Fall,7.50
Fall,9.06
Fall,9.39
Fall,9.78
Fall,12.17
Fall,9.61
Fall,8.72
Fall,7.78
Fall,5.89
Fall,3.33
Fall,2.28
Fall,4.28
Fall,6.39
Fall,6.33
Fall,7.78
Fall,7.89
Fall,7.67
Fall,2.06
Fall,-0.28
Fall,2.44
Fall,6.78
Fall,10.94
Fall,8.11
Fall,6.72
Fall,5.89
Fall,7.89
Fall,10.61
Fall,9.06
Fall,9.17
Fall,6.78
Fall,5.44
Fall,3.39
Fall,5.61
Fall,6.83
Fall,5.67
Fall,4.00
Fall,2.44
Fall,3.56
Fall,4.61
Fall,7.89
Fall,8.89
Fall,8.78
Fall,8.28
Fall,3.94
Fall,-0.83
Fall,0.22
Fall,2.94
Fall,1.72
Fall,-1.06
Fall,1.00
Fall,5.06
Fall,1.06
Fall,0.44
Fall,3.11
Fall,6.61
Fall,7.44
Fall,7.61
Fall,5.06
Fall,6.11
Fall,1.22
Fall,0.44
Fall,0.89
Fall,1.89
Fall,1.44
Fall,4.28
Fall,5.56
Fall,4.50
Fall,2.89
Fall,2.06
Fall,3.56
Fall,3.33
Fall,4.44
Fall,5.94
Fall,1.17
Fall,0.67
Fall,3.06
Fall,0.22
Fall,0.28
Fall,1.56
Fall,2.00
Fall,2.94
Winter,1.11
Winter,0.83
Winter,-0.11
Winter,-0.72
Winter,-1.50
Winter,-1.89
Winter,-1.22
Winter,-0.33
Winter,-0.50
Winter,-0.33
Winter,-0.28
Winter,-2.28
Winter,-0.94
Winter,0.22
Winter,-3.56
Winter,-6.61
Winter,-4.89
Winter,-7.06
Winter,-8.61
Winter,-10.56
Winter,-8.78
Winter,-12.89
Winter,-13.78
Winter,-20.06
Winter,-23.67
Winter,-26.72
Winter,-24.61
Winter,-14.94
Winter,-18.11
Winter,-21.28
Winter,-18.78
Winter,-20.11
Winter,-14.50
Winter,-10.56
Winter,-10.89
Winter,-14.44
Winter,-15.56
Winter,-15.61
Winter,-6.78
Winter,-6.44
Winter,-9.22
Winter,-13.67
Winter,-14.78
Winter,-10.39
Winter,-2.78
Winter,-1.22
Winter,0.83
Winter,-6.44
Winter,-7.39
Winter,-3.44
Winter,-0.33
Winter,-5.28
Winter,-1.78
Winter,-1.44
Winter,-1.11
Winter,-7.72
Winter,-11.00
Winter,-12.06
Winter,-5.28
Winter,-11.72
Winter,-14.94
Winter,-6.67
Winter,-8.50
Winter,-16.56
Winter,-14.33
Winter,-6.94
Winter,-7.50
Winter,-3.78
Winter,-5.72
Winter,1.00
Winter,-2.83
Winter,-10.78
Winter,-0.61
Winter,0.89
Winter,0.39
Winter,0.67
Winter,0.11
Winter,-12.50
Winter,-17.61
Winter,-16.44
Winter,-13.56
Winter,-11.67
Winter,-8.17
Winter,-4.94
Winter,-0.44
Winter,2.33
Winter,0.78
Winter,2.44
Winter,1.89
Winter,0.33
Spring,-1.00
Spring,2.17
Spring,3.06
Spring,1.67
Spring,-1.39
Spring,0.50
Spring,1.11
Spring,0.50
Spring,1.22
Spring,3.39
Spring,4.78
Spring,4.06
Spring,5.61
Spring,1.44
Spring,-2.56
Spring,-3.61
Spring,-5.72
Spring,-6.61
Spring,-6.44
Spring,-4.17
Spring,-3.44
Spring,-5.44
Spring,-7.67
Spring,-7.17
Spring,-7.11
Spring,-7.28
Spring,-6.89
Spring,-3.28
Spring,-0.11
Spring,0.78
Spring,2.11
Spring,3.83
Spring,5.78
Spring,6.72
Spring,9.72
Spring,3.50
Spring,-0.17
Spring,0.44
Spring,-0.94
Spring,-1.50
Spring,0.06
Spring,0.56
Spring,0.44
Spring,-1.89
Spring,1.00
Spring,5.61
Spring,11.39
Spring,8.39
Spring,7.11
Spring,3.39
Spring,1.06
Spring,1.44
Spring,1.89
Spring,4.61
Spring,2.61
Spring,7.17
Spring,5.56
Spring,4.11
Spring,8.44
Spring,13.50
Spring,14.11
Spring,15.39
Spring,8.72
Spring,8.89
Spring,3.44
Spring,7.00
Spring,14.11
Spring,13.33
Spring,10.22
Spring,17.56
Spring,15.94
Spring,14.61
Spring,15.11
Spring,17.11
Spring,17.11
Spring,16.00
Spring,14.28
Spring,7.67
Spring,5.33
Spring,9.61
Spring,7.89
Spring,8.00
Spring,10.89
Spring,14.44
Spring,10.22
Spring,6.50
Spring,6.83
Spring,7.78
Spring,8.50
Spring,10.39
Spring,11.28
Spring,12.22
Summer,10.06
Summer,11.28
Summer,12.50
Summer,13.78
Summer,12.94
Summer,16.33
Summer,18.94
Summer,17.83
Summer,20.78
Summer,21.50
Summer,22.83
Summer,23.56
Summer,22.11
Summer,19.94
Summer,20.94
Summer,21.28
Summer,13.67
Summer,12.89
Summer,13.94
Summer,13.22
Summer,16.94
Summer,16.89
Summer,19.67
Summer,18.94
Summer,19.06
Summer,19.39
Summer,19.67
Summer,19.89
Summer,21.22
Summer,19.22
Summer,19.50
Summer,21.33
Summer,22.39
Summer,23.06
Summer,21.72
Summer,18.89
Summer,18.17
Summer,17.11
Summer,20.28
Summer,18.94
Summer,15.72
Summer,14.17
Summer,13.33
Summer,14.11
Summer,14.78
Summer,15.11
Summer,14.61
Summer,16.44
Summer,17.39
Summer,19.44
Summer,20.00
Summer,21.44
Summer,19.44
Summer,19.72
Summer,19.06
Summer,19.78
Summer,21.67
Summer,22.44
Summer,19.33
Summer,20.22
Summer,19.22
Summer,19.11
Summer,19.61
Summer,18.39
Summer,16.78
Summer,18.89
Summer,18.78
Summer,17.72
Summer,18.28
Summer,18.72
Summer,18.67
Summer,18.89
Summer,15.89
Summer,14.17
Summer,11.39
Summer,9.83
Summer,11.28
Summer,9.39
Summer,11.72
Summer,15.00
Summer,16.28
Summer,17.50
Summer,18.67
Summer,20.39
Summer,20.67
Summer,21.00
Summer,21.06
Summer,21.72
Summer,21.17
Summer,20.56
Summer,19.94
Summer,14.61
Fall,8.94
Fall,8.11
Fall,7.17
Fall,6.44
Fall,7.89
Fall,10.11
Fall,11.67
Fall,12.39
Fall,12.39
Fall,10.44
Fall,9.56
Fall,10.72
Fall,13.17
Fall,13.78
Fall,11.50
Fall,11.28
Fall,13.72
Fall,13.78
Fall,10.17
Fall,6.89
Fall,6.11
Fall,7.61
Fall,6.33
Fall,3.78
Fall,-0.11
Fall,0.39
Fall,2.22
Fall,2.72
Fall,3.72
Fall,4.11
Fall,2.33
Fall,5.06
Fall,4.50
Fall,4.89
Fall,6.44
Fall,3.67
Fall,3.17
Fall,2.00
Fall,8.89
Fall,13.33
Fall,12.28
Fall,10.06
Fall,9.33
Fall,6.89
Fall,3.83
Fall,3.94
Fall,2.72
Fall,2.22
Fall,5.11
Fall,6.44
Fall,4.67
Fall,-0.56
Fall,0.56
Fall,2.00
Fall,-0.61
Fall,-1.44
Fall,-3.00
Fall,-4.17
Fall,-2.11
Fall,-4.50
Fall,0.22
Fall,2.72
Fall,1.06
Fall,-3.50
Fall,-4.50
Fall,-7.39
Fall,-7.22
Fall,0.89
Fall,3.83
Fall,6.06
Fall,6.56
Fall,2.22
Fall,6.11
Fall,4.78
Fall,5.83
Fall,2.50
Fall,-0.50
Fall,-1.67
Fall,-4.11
Fall,-5.50
Fall,-4.83
Fall,-2.78
Fall,-4.17
Fall,-3.11
Fall,-2.78
Fall,-2.89
Fall,-0.50
Fall,-1.83
Fall,-5.44
Fall,-8.11
Fall,-9.00
Winter,-9.11
Winter,-12.44
Winter,-10.39
Winter,-5.72
Winter,-5.89
Winter,-4.83
Winter,-4.83
Winter,-5.83
Winter,-10.17
Winter,-8.78
Winter,-6.50
Winter,-5.94
Winter,-8.06
Winter,-19.28
Winter,-26.39
Winter,-25.94
Winter,-11.11
Winter,-7.39
Winter,-9.22
Winter,-7.22
Winter,-12.61
Winter,-11.89
Winter,-12.44
Winter,-8.72
Winter,-6.28
Winter,-1.28
Winter,1.50
Winter,0.78
Winter,-1.17
Winter,-1.50
Winter,0.11
Winter,-1.22
Winter,-2.94
Winter,-2.50
Winter,0.56
Winter,0.33
Winter,-1.11
Winter,-2.22
Winter,-1.28
Winter,-2.22
Winter,-7.28
Winter,-7.11
Winter,-1.28
Winter,-7.00
Winter,-13.00
Winter,-10.11
Winter,-4.17
Winter,-1.94
Winter,-4.22
Winter,-4.72
Winter,-6.06
Winter,-7.17
Winter,-8.94
Winter,-9.50
Winter,-7.56
Winter,-8.11
Winter,-4.39
Winter,-2.06
Winter,-6.22
Winter,-12.28
Winter,-17.83
Winter,-14.22
Winter,-17.39
Winter,-16.78
Winter,-10.22
Winter,-11.22
Winter,-9.78
Winter,-5.06
Winter,-16.89
Winter,-14.06
Winter,-5.00
Winter,-0.50
Winter,1.72
Winter,-0.44
Winter,-17.67
Winter,-19.17
Winter,-22.61
Winter,-10.61
Winter,-13.50
Winter,-18.94
Winter,-0.72
Winter,-1.39
Winter,1.39
Winter,2.89
Winter,3.11
Winter,-0.17
Winter,-14.56
Winter,-12.61
Winter,-0.56
Winter,3.22
Spring,0.94
Spring,-1.17
Spring,-2.78
Spring,-1.89
Spring,3.33
Spring,-2.06
Spring,-5.00
Spring,-4.78
Spring,0.56
Spring,-0.78
Spring,-5.44
Spring,-4.00
Spring,-2.17
Spring,-3.94
Spring,-3.28
Spring,-4.06
Spring,-6.89
Spring,-8.11
Spring,-5.61
Spring,-3.44
Spring,-4.00
Spring,-3.50
Spring,-1.33
Spring,-2.67
Spring,-1.28
Spring,0.22
Spring,1.22
Spring,2.17
Spring,1.94
Spring,2.72
Spring,2.89
Spring,-1.72
Spring,-6.83
Spring,-7.78
Spring,-4.56
Spring,-3.11
Spring,-0.50
Spring,0.89
Spring,3.61
Spring,2.33
Spring,-1.72
Spring,0.33
Spring,0.44
Spring,-0.89
Spring,-2.44
Spring,-1.89
Spring,0.89
Spring,2.94
Spring,5.89
Spring,3.17
Spring,3.61
Spring,6.28
Spring,8.28
Spring,10.72
Spring,10.28
Spring,8.50
Spring,9.44
Spring,12.56
Spring,13.61
Spring,15.89
Spring,14.33
Spring,13.39
Spring,16.33
Spring,14.33
Spring,13.39
Spring,13.83
Spring,12.44
Spring,12.11
Spring,11.94
Spring,14.33
Spring,12.94
Spring,15.06
Spring,15.00
Spring,5.89
Spring,8.50
Spring,11.94
Spring,13.11
Spring,11.78
Spring,13.06
Spring,14.39
Spring,15.89
Spring,13.39
Spring,15.39
Spring,11.67
Spring,6.72
Spring,8.33
Spring,11.94
Spring,13.33
Spring,15.06
Spring,16.00
Spring,16.89
Spring,12.11
Summer,14.83
Summer,18.67
Summer,18.17
Summer,21.22
Summer,18.78
Summer,17.22
Summer,16.67
Summer,20.61
Summer,22.72
Summer,24.89
Summer,24.22
Summer,23.39
Summer,24.28
Summer,26.50
Summer,26.11
Summer,18.89
Summer,18.94
Summer,21.33
Summer,22.83
Summer,24.11
Summer,20.00
Summer,16.83
Summer,15.33
Summer,11.89
Summer,11.44
Summer,11.56
Summer,11.11
Summer,13.39
Summer,17.33
Summer,17.28
Summer,15.67
Summer,16.72
Summer,14.56
Summer,12.00
Summer,12.89
Summer,15.78
Summer,17.11
Summer,14.83
Summer,16.72
Summer,22.72
Summer,18.89
Summer,14.39
Summer,12.67
Summer,17.61
Summer,20.06
Summer,16.78
Summer,20.83
Summer,20.28
Summer,16.22
Summer,17.56
Summer,18.89
Summer,22.39
Summer,21.39
Summer,21.72
Summer,21.78
Summer,19.39
Summer,16.50
Summer,18.11
Summer,21.11
Summer,22.44
Summer,23.39
Summer,23.11
Summer,22.83
Summer,22.28
Summer,21.67
Summer,19.28
Summer,17.28
Summer,14.67
Summer,13.39
Summer,14.83
Summer,14.50
Summer,12.56
Summer,9.94
Summer,9.28
Summer,11.33
Summer,11.50
Summer,15.17
Summer,15.00
Summer,15.56
Summer,16.83
Summer,14.06
Summer,15.00
Summer,16.50
Summer,15.61
Summer,13.17
Summer,11.89
Summer,11.72
Summer,10.06
Summer,10.89
Summer,11.00
Summer,11.94
Summer,9.39
Fall,6.61
Fall,7.72
Fall,8.39
Fall,5.89
Fall,7.50
Fall,9.17
Fall,11.17
Fall,12.00
Fall,13.28
Fall,14.44
Fall,15.61
Fall,15.61
Fall,14.83
Fall,15.50
Fall,14.22
Fall,9.33
Fall,11.11
Fall,13.44
Fall,13.44
Fall,11.67
Fall,10.17
Fall,8.22
Fall,9.06
Fall,7.22
Fall,5.22
Fall,4.72
Fall,7.22
Fall,9.72
Fall,6.89
Fall,3.39
Fall,1.33
Fall,1.50
Fall,1.50
Fall,1.83
Fall,2.83
Fall,1.50
Fall,0.06
Fall,1.61
Fall,2.67
Fall,6.94
Fall,9.72
Fall,8.56
Fall,8.61
Fall,6.83
Fall,4.72
Fall,5.44
Fall,4.56
Fall,11.06
Fall,5.44
Fall,3.83
Fall,3.17
Fall,2.61
Fall,5.50
Fall,9.94
Fall,7.11
Fall,4.50
Fall,7.33
Fall,5.00
Fall,5.11
Fall,4.39
Fall,3.89
Fall,3.11
Fall,1.22
Fall,0.72
Fall,0.50
Fall,-0.17
Fall,0.72
Fall,0.06
Fall,-3.22
Fall,-6.17
Fall,-12.11
Fall,-13.83
Fall,-14.78
Fall,-11.28
Fall,-9.61
Fall,-9.72
Fall,-13.89
Fall,-13.72
Fall,-11.94
Fall,-12.72
Fall,-14.67
Fall,-18.83
Fall,-14.61
Fall,-8.00
Fall,-9.94
Fall,-9.11
Fall,-11.56
Fall,-6.00
Fall,-9.56
Fall,-17.61
Fall,-21.11
Winter,-20.61
Winter,-13.94
Winter,-7.00
Winter,-9.61
Winter,-6.72
Winter,-3.28
Winter,-3.44
Winter,-6.44
Winter,-9.39
Winter,-8.83
Winter,-5.78
Winter,-13.61
Winter,-16.28
Winter,-16.61
Winter,-15.11
Winter,-2.17
Winter,-1.61
Winter,0.06
Winter,1.33
Winter,0.22
Winter,-0.06
Winter,-11.00
Winter,-14.22
Winter,-3.89
Winter,0.11
Winter,2.00
Winter,2.39
Winter,-7.72
Winter,-7.50
Winter,-5.78
Winter,-5.00
Winter,0.28
Winter,0.72
Winter,0.28
Winter,-9.50
Winter,-13.28
Winter,-13.72
Winter,-15.67
Winter,-9.17
Winter,-3.83
Winter,-1.83
Winter,-1.94
Winter,-2.94
Winter,-1.94
Winter,-4.00
Winter,-5.17
Winter,-1.50
Winter,-0.56
Winter,-0.11
Winter,-0.50
Winter,-2.44
Winter,-0.22
Winter,-8.39
Winter,-3.17
Winter,-1.22
Winter,-10.06
Winter,-18.17
Winter,-10.72
Winter,-16.06
Winter,-25.50
Winter,-18.11
Winter,-1.83
Winter,-1.11
Winter,-5.00
Winter,-13.44
Winter,-7.11
Winter,-5.22
Winter,-5.61
Winter,-8.78
Winter,-13.28
Winter,-9.50
Winter,-4.50
Winter,-2.94
Winter,-2.11
Winter,-1.44
Winter,-0.89
Winter,-4.61
Winter,-7.89
Winter,-9.89
Winter,-7.83
Winter,0.39
Winter,-1.50
Winter,-3.39
Winter,-4.28
Winter,-5.89
Spring,-3.72
Spring,-0.11
Spring,-0.89
Spring,-0.61
Spring,0.61
Spring,0.00
Spring,-3.17
Spring,-10.39
Spring,-10.44
Spring,-8.22
Spring,-6.33
Spring,-4.33
Spring,-3.67
Spring,-7.44
Spring,-8.61
Spring,-6.94
Spring,-5.50
Spring,-3.28
Spring,-1.06
Spring,-0.44
Spring,-2.78
Spring,-3.61
Spring,-0.33
Spring,2.50
Spring,1.56
Spring,3.33
Spring,5.06
Spring,7.00
Spring,6.94
Spring,6.89
Spring,6.61
Spring,7.11
Spring,7.11
Spring,1.44
Spring,-2.50
Spring,-3.50
Spring,-1.00
Spring,2.94
Spring,4.89
Spring,5.72
Spring,7.39
Spring,7.72
Spring,8.67
Spring,6.72
Spring,6.39
Spring,7.61
Spring,12.17
Spring,15.17
Spring,14.78
Spring,14.33
Spring,13.89
Spring,12.39
Spring,11.22
Spring,12.39
Spring,13.00
Spring,13.78
Spring,14.67
Spring,14.94
Spring,15.39
Spring,15.89
Spring,8.22
Spring,4.67
Spring,3.78
Spring,0.39
Spring,0.33
Spring,1.61
Spring,1.06
Spring,4.72
Spring,0.28
Spring,1.28
Spring,6.50
Spring,4.17
Spring,1.06
Spring,4.00
Spring,5.06
Spring,7.22
Spring,7.67
Spring,9.56
Spring,7.89
Spring,6.11
Spring,7.83
Spring,7.67
Spring,12.72
Spring,16.22
Spring,16.56
Spring,16.28
Spring,17.06
Spring,16.61
Spring,14.78
Spring,14.78
Spring,19.56
Spring,12.89
Summer,8.39
Summer,11.94
Summer,15.44
Summer,18.28
Summer,19.89
Summer,21.50
Summer,22.11
Summer,22.89
Summer,24.33
Summer,24.06
Summer,24.11
Summer,21.22
Summer,18.72
Summer,17.44
Summer,20.67
Summer,22.61
Summer,20.17
Summer,18.72
Summer,16.17
Summer,19.56
Summer,20.83
Summer,22.11
Summer,23.67
Summer,24.44
Summer,24.33
Summer,24.94
Summer,22.72
Summer,22.00
Summer,23.06
Summer,23.39
Summer,25.17
Summer,25.00
Summer,23.61
Summer,21.17
Summer,21.00
Summer,25.00
Summer,27.00
Summer,24.72
Summer,18.72
Summer,17.56
Summer,17.89
Summer,21.61
Summer,22.39
Summer,25.33
Summer,25.17
Summer,25.72
Summer,22.17
Summer,18.28
Summer,18.72
Summer,18.56
Summer,19.44
Summer,21.61
Summer,22.56
Summer,19.67
Summer,21.22
Summer,21.83
Summer,21.56
Summer,15.11
Summer,16.39
Summer,17.78
Summer,15.89
Summer,17.50
Summer,17.33
Summer,17.11
Summer,18.44
Summer,17.39
Summer,17.00
Summer,18.89
Summer,15.56
