x,y,class
0.6792842794804601,0.28027526494750266,0.0
-0.39235297513280054,-0.8080556606765364,0.0
0.3520219681940441,1.059223375399413,0.0
-0.7949859748193913,0.7375690674327361,0.0
-1.0112915074631141,-0.11467241469464813,0.0
-0.3120336025928133,0.772866720448581,0.0
-0.511654698467218,-0.6876601427191313,0.0
-0.7582208720742039,0.5208946516602778,0.0
-0.9829226442922019,-0.2854283844913026,0.0
0.9946918190221512,0.5828998724943976,0.0
-0.6517722918814783,0.5291490375515318,0.0
-0.185590330607878,-1.2614377072854355,0.0
0.9844814635791576,-0.2595833994440048,0.0
0.5937662049799647,0.9572591458679712,0.0
1.0136921589626076,-1.8577881872516e-05,0.0
-0.6055971212575892,0.4685891043562485,0.0
0.5579337357924462,0.6586392229154244,0.0
-1.0325821202477947,0.24159939784228704,0.0
-0.38388016236991096,-0.7145307146541763,0.0
0.3993481738701778,-0.7848098496590743,0.0
-1.2744669833797908,-0.3107267177021889,0.0
-0.36040882471804436,-0.9211495866915833,0.0
0.7234637087154513,-0.7621095246988725,0.0
-0.7593800293644188,0.4732031069947521,0.0
0.6312859612507141,0.7578844435251286,0.0
0.20450863270639397,1.0003056689910887,0.0
-0.4037333608738808,-0.9913747445263743,0.0
1.0060159936604451,-0.4322067463712574,0.0
0.7894287211413014,0.6406463837834251,0.0
-0.7774972030435542,-0.5081540085878038,0.0
-0.8525694832866763,0.6264435660334288,0.0
0.513050198627328,0.68059075284129,0.0
0.23290839017740042,-0.9944617795722315,0.0
0.9317121867858715,-0.5819563147763089,0.0
1.069315930931888,0.4610553567326763,0.0
-0.36572836254062907,0.8151669784624406,0.0
0.12380970948333736,-0.7915540934061699,0.0
0.4834899071550507,1.067238785310769,0.0
1.0429633388635202,-0.11231474133166301,0.0
0.4431862757157515,-0.7282027260981806,0.0
0.5250043325531804,0.9391580184701743,0.0
-0.13286063370355158,-0.7654529461222852,0.0
0.40723919560322025,0.9562868896362656,0.0
1.1139325372936595,-0.4953672876813788,0.0
-0.8333096244381284,0.19745239693165315,0.0
0.40776982092972996,0.6613801609296742,0.0
0.9920168885407719,0.6561695186089386,0.0
-0.8818179128070813,0.6820277303242549,0.0
-0.4539904064352918,-1.0909998302837336,0.0
0.8024567561846124,-0.646333840611323,0.0
-0.9426493145893161,-0.4931265690471378,0.0
0.3974667626920141,-1.0596037644011083,0.0
0.5246166753598509,-0.7720364861274329,0.0
-0.3974842347944971,-0.620507153859699,0.0
0.21803279624720676,-0.9901791166704036,0.0
-0.24082182091191556,1.2558730294084826,0.0
0.3943113222836308,-0.9028152984544183,0.0
0.9609091245777573,0.7153346399158973,0.0
1.0919733579462572,0.13508080615182413,0.0
0.5220629381101891,-1.0346100604961002,0.0
-0.14276435036649363,-0.8858405116848311,0.0
1.070020597539319,0.2076843186712699,0.0
-0.8565614345710434,-0.6155433782500452,0.0
0.8903719466262769,-0.07998601949528597,0.0
0.8830079492574109,-0.6377525860280613,0.0
0.758912233190511,0.8652230410964185,0.0
0.24629838780830454,-1.0496561452467648,0.0
-0.8537115607570593,0.6289955704445731,0.0
-0.7824611777509444,-0.2999091710654668,0.0
0.2158394667596978,1.1560658344503736,0.0
-0.8629244513277264,0.4546358227537864,0.0
0.6340079202357505,-0.6901888847336977,0.0
-0.7926551895290692,0.661754773529753,0.0
-0.13426554551689873,1.014068649522125,0.0
0.769704427462654,0.6421395693885209,0.0
0.0015766743647554595,1.0044205459623932,0.0
-0.04704789475502548,-1.1116381832755975,0.0
0.7626028549948928,0.48739208688883917,0.0
-0.2877121174069556,1.139171026921271,0.0
0.18687923674433776,-1.0591709855676097,0.0
-1.0432542291835156,0.06432539557157446,0.0
-1.069721640650801,-0.08524703077683952,0.0
-0.628883769382108,0.7121620291518251,0.0
-0.6378324695466854,0.6537116898274428,0.0
-0.9347325649402206,0.39089887558358755,0.0
0.5305497699421565,-0.8700174750640193,0.0
0.36927291793865313,1.0416028330339786,0.0
1.0661226198868807,-0.43445703623273035,0.0
0.7090484397176046,-0.667543830505897,0.0
-1.0686073200648687,0.5072004158755086,0.0
0.6110283214998884,-0.6073733860536149,0.0
-0.7396796859609043,-0.8503251346258559,0.0
0.8097342529901541,-0.0943549871982038,0.0
0.03156833056954484,0.8934078235108394,0.0
-0.30091718225911435,0.9749751061542907,0.0
0.6320239941277446,-0.8113234316088748,0.0
-0.13157070499328263,-1.0470917708929188,0.0
-0.577313381320638,0.9358708364031038,0.0
-0.8170133534374378,-0.1036731921140438,0.0
0.3920466477270333,-0.8742356576119801,0.0
-0.7943340748116768,0.8359915030887002,0.0
-0.511661797786123,-0.5305963191301528,0.0
0.03542929113539098,-0.06472047535433777,1.0
0.06444642867375708,0.2454897301329135,1.0
0.4154290182596343,0.6964962531946683,1.0
-0.1977332794959743,0.4677478537437434,1.0
0.3604764900074916,-0.11834359813766898,1.0
-0.4288407448220422,-0.5367798873222276,1.0
0.12431052110765389,-0.04710364215118993,1.0
0.6992069975019197,0.6464385575019989,1.0
0.08920647326210526,0.3895586780195185,1.0
0.1501288309265275,0.188228750025819,1.0
0.10761079337198581,0.23130693665719682,1.0
0.20920180351725307,0.041666923983908505,1.0
0.3913950872234959,0.16145533764030784,1.0
0.08730354251212614,0.12843863214664633,1.0
0.3925663144782767,0.08498427660232022,1.0
0.9787418616120392,0.25256502784755497,1.0
-0.3493048020113899,-0.41241670763228444,1.0
0.017936946074676774,0.09195280624839225,1.0
-0.1654533578059586,-0.6463675368755192,1.0
0.2755720373146013,0.03873657904114737,1.0
0.23756514797791306,-0.13259097885668858,1.0
0.19452472822414466,-0.15892738031652512,1.0
-0.026351490774713993,0.5941271391097418,1.0
0.06564444010146131,-0.2840892385877074,1.0
-0.3998393159909893,-0.7567644665409515,1.0
-0.3631656364926528,-0.31873570170865145,1.0
0.32315760076019456,-0.3488666216166965,1.0
-0.04521863351920422,-0.13999936712117972,1.0
0.5318837252103216,-0.06371241731744112,1.0
0.29527263146037674,0.3669747033261208,1.0
-0.17698708024779705,-0.24201061679476718,1.0
-0.31589861609257563,-0.28082934145274363,1.0
0.14986762586027483,0.2142650757643689,1.0
-0.1674379161697857,0.36157318621868323,1.0
-0.04247060952603518,0.03911357221881143,1.0
0.4556008605160838,0.5494642972592922,1.0
0.19205706011520246,0.41262372097494354,1.0
-0.213367424998645,-0.4231325990439566,1.0
0.3276134755343281,-0.10750894660343475,1.0
0.21369265833900183,0.3152697313485696,1.0
0.3201121931164904,-0.006684750988959015,1.0
-0.62307813644442,-0.8115266467798294,1.0
-0.09112907208400567,0.026143102466966515,1.0
0.19784587421433938,0.25053382058818147,1.0
0.1702191689972521,0.1990399023938329,1.0
0.44373073588935075,-0.11059781954628048,1.0
-0.058150335598868036,0.4233424148369771,1.0
-0.07833574855834714,0.035742655716701516,1.0
0.013322039044364152,0.06815171851296237,1.0
0.24096100908928852,-0.15921475107301647,1.0
